,model_name,epochs,batches_count,k,structural_wt,lr,start_loss,end_loss,mrr,mr,hits_10,hits_5,hits_3,hits_1,losses_list
0,transE_with_weights,50,5,40,0.1,0.1,3.293359872,1.311895535,0.155310249,54.79328939,0.325943679,0.222588376,0.163870581,0.065608149,"[3.2933598719783714, 1.817050520336355, 1.5838687964674778, 1.4406865631957697, 1.321608588531727, 1.248731882032244, 1.1785150969604803, 1.1205749045801527, 1.0791652067927004, 1.076337663878618, 1.0220158778377466, 0.9956045835072758, 1.007930050915434, 0.9316235103073314, 0.9066897016141857, 0.9586829731482586, 0.9497339612655057, 0.9129514271976383, 0.9205110894511371, 0.9207102380029422, 0.9200610755357427, 0.9177350459208016, 0.9221947434597646, 0.9652502161855916, 0.949780133662333, 0.92948992003618, 0.9301297486283397, 0.9437524848918575, 0.9718702631748967, 0.9985320190740299, 0.9768863280007554, 0.9947468143686387, 1.0003871461513996, 1.0110133202628022, 1.06449654848521, 1.079937324815124, 1.0879145731452766, 1.0465412324318146, 1.1589654432301606, 1.07060119784212, 1.1504694737247534, 1.1703411539092319, 1.1409018324835003, 1.198203718267931, 1.177237132608739, 1.269246962840927, 1.2465766732019323, 1.232788940119076, 1.2832898943175493, 1.3118955345250876]"
1,transE_with_weights,100,5,40,0.1,0.1,3.293359872,2.185531593,0.147495035,52.41402037,0.339724386,0.215997603,0.144397843,0.060814859,"[3.2933598719783714, 1.817050520336355, 1.5838687964674778, 1.4406865631957697, 1.321608588531727, 1.248731882032244, 1.1785150969604803, 1.1205749045801527, 1.0791652067927004, 1.076337663878618, 1.0220158778377466, 0.9956045835072758, 1.007930050915434, 0.9316235103073314, 0.9066897016141857, 0.9586829731482586, 0.9497339612655057, 0.9129514271976383, 0.9205110894511371, 0.9207102380029422, 0.9200610755357427, 0.9177350459208016, 0.9221947434597646, 0.9652502161855916, 0.949780133662333, 0.92948992003618, 0.9301297486283397, 0.9437524848918575, 0.9718702631748967, 0.9985320190740299, 0.9768863280007554, 0.9947468143686387, 1.0003871461513996, 1.0110133202628022, 1.06449654848521, 1.079937324815124, 1.0879145731452766, 1.0465412324318146, 1.1589654432301606, 1.07060119784212, 1.1504694737247534, 1.1703411539092319, 1.1409018324835003, 1.198203718267931, 1.177237132608739, 1.269246962840927, 1.2465766732019323, 1.232788940119076, 1.2832898943175493, 1.3118955345250876, 1.31876447449507, 1.3384088026051606, 1.355025476353769, 1.3719349169549142, 1.404448204914122, 1.4346078343670483, 1.4974358090310909, 1.5436704213382633, 1.4657217865378498, 1.5575518037829994, 1.5543730369354325, 1.6057054670105757, 1.5777586648179072, 1.6041765751729484, 1.6173786813672868, 1.6476124537810115, 1.6306270997336196, 1.6754785591106076, 1.7400043671974397, 1.740490008249841, 1.7395011765962944, 1.8348011278924141, 1.8199010640306934, 1.8279804414161895, 1.847915268914997, 1.8082886674021947, 1.8680334193105916, 1.8689497542441953, 1.9641802217517494, 1.955832258617605, 1.9505749418535305, 1.9984835947439568, 2.0441732081444814, 1.9873881177441157, 2.0147844853291983, 2.0631881907999365, 2.0203258562937343, 2.0126405827568385, 2.056414779391301, 2.1163896322857028, 2.137329225807093, 2.0975186491133906, 2.1245825071067905, 2.1237286672034035, 2.113265750487039, 2.128995861412611, 2.248659773576654, 2.2156642302302005, 2.1662011221771627, 2.1855315929150763]"
2,transE_with_weights,50,5,50,0.1,0.1,3.073082657,1.385702056,0.150373805,54.58927501,0.325943679,0.226482924,0.154583583,0.063511084,"[3.073082657442748, 1.7126586292839536, 1.5425936245129612, 1.4128209237833969, 1.2696581192599, 1.1933869417690441, 1.1240881999940362, 1.0783032909907762, 1.0298814458094783, 1.0329179836593512, 0.9829336850697757, 0.9539221998996104, 0.9670102340271152, 0.8888026269034272, 0.8999086802242366, 0.9629248543853371, 0.9311792427043575, 0.8776934053454993, 0.8823609951494911, 0.888724818727139, 0.9138028288008906, 0.8982518164559479, 0.8952238359524094, 0.9541876640028626, 0.9407696828284033, 0.9490299292799778, 0.959645542600986, 0.9300595504333652, 0.9913424038098362, 1.0022511877783078, 1.001465961951336, 1.0118068394163486, 1.029886508776638, 1.055807860085679, 1.0998781005238152, 1.1222168745278704, 1.1082976130128817, 1.074251674817112, 1.1702546641420166, 1.0891263927818862, 1.179376484722885, 1.205719584302441, 1.2160271486859893, 1.2471850834426685, 1.2039646604892256, 1.318889821758707, 1.26644260707399, 1.273930331708214, 1.3778538517066237, 1.3857020564965012]"
3,transE_with_weights,100,5,50,0.1,0.1,3.073082657,2.343921861,0.152834043,51.9304973,0.338226483,0.221090473,0.151587777,0.06620731,"[3.073082657442748, 1.7126586292839536, 1.5425936245129612, 1.4128209237833969, 1.2696581192599, 1.1933869417690441, 1.1240881999940362, 1.0783032909907762, 1.0298814458094783, 1.0329179836593512, 0.9829336850697757, 0.9539221998996104, 0.9670102340271152, 0.8888026269034272, 0.8999086802242366, 0.9629248543853371, 0.9311792427043575, 0.8776934053454993, 0.8823609951494911, 0.888724818727139, 0.9138028288008906, 0.8982518164559479, 0.8952238359524094, 0.9541876640028626, 0.9407696828284033, 0.9490299292799778, 0.959645542600986, 0.9300595504333652, 0.9913424038098362, 1.0022511877783078, 1.001465961951336, 1.0118068394163486, 1.029886508776638, 1.055807860085679, 1.0998781005238152, 1.1222168745278704, 1.1082976130128817, 1.074251674817112, 1.1702546641420166, 1.0891263927818862, 1.179376484722885, 1.205719584302441, 1.2160271486859893, 1.2471850834426685, 1.2039646604892256, 1.318889821758707, 1.26644260707399, 1.273930331708214, 1.3778538517066237, 1.3857020564965012, 1.4128471083313454, 1.4061255379790871, 1.461917603470897, 1.4530767930979644, 1.4898672632892016, 1.5250494493479643, 1.591791594604803, 1.6345798793336515, 1.5699116869433842, 1.6898882606253975, 1.6544314629552321, 1.7035993037333015, 1.695848335867923, 1.7012018800691795, 1.7801896034609574, 1.775603797660226, 1.7637231569557092, 1.814075545682252, 1.8697326504850509, 1.8926628908734893, 1.8963957264829834, 1.9639791318781807, 1.9664543947797393, 1.981025583204119, 2.00155849311188, 1.9844072414718512, 2.0277743196366096, 2.025344530256043, 2.130879968541269, 2.1309028916686548, 2.1349632360249684, 2.1628886992088106, 2.2022082612714695, 2.159709280077131, 2.1856358341284987, 2.2354024406607826, 2.1753677329337626, 2.197115009492287, 2.2020528312857826, 2.290604002663804, 2.334036464545563, 2.261032609235846, 2.310186161885735, 2.3071521399888675, 2.2932120830351463, 2.295031924648139, 2.4258250462189888, 2.38956472770555, 2.343426125407522, 2.343921861333095]"
4,transE_with_weights,50,5,40,0.1,0.01,4.52534217,1.393129243,0.14965507,51.54523667,0.33672858,0.217795087,0.153684841,0.060515279,"[4.525342169608779, 3.272247298922551, 2.3537848009104643, 1.9198521427222488, 1.7097706569060114, 1.6109760468849397, 1.5624699638696724, 1.5292698518010497, 1.4990700292223282, 1.5136159028109097, 1.4912793030872296, 1.4631896506739026, 1.4686514429767017, 1.4191294740477893, 1.4370752077369593, 1.458850812062659, 1.4384761897662213, 1.3920881043256998, 1.4026390483361164, 1.4337280584048981, 1.4110731750954197, 1.3985774304727259, 1.3894218464237436, 1.412769113788168, 1.3808273509561864, 1.3810486926983938, 1.355240357377147, 1.357062186903626, 1.3668179344584923, 1.3596797409251749, 1.3552194687549697, 1.3471055358420803, 1.3832676390048506, 1.3450096538048664, 1.368264824864822, 1.3864964453621977, 1.3559264670801527, 1.3417700847596612, 1.3910801855965729, 1.307325492257077, 1.3638618760436545, 1.3595973978212468, 1.3471001933245865, 1.3738449601423346, 1.365996460271549, 1.3798896459526082, 1.3837375320551049, 1.3773122850568544, 1.3778742744115775, 1.3931292429528468]"
5,transE_with_weights,100,5,40,0.1,0.01,4.52534217,1.692707526,0.145241824,51.78520072,0.328340324,0.207010186,0.143199521,0.06111444,"[4.525342169608779, 3.272247298922551, 2.3537848009104643, 1.9198521427222488, 1.7097706569060114, 1.6109760468849397, 1.5624699638696724, 1.5292698518010497, 1.4990700292223282, 1.5136159028109097, 1.4912793030872296, 1.4631896506739026, 1.4686514429767017, 1.4191294740477893, 1.4370752077369593, 1.458850812062659, 1.4384761897662213, 1.3920881043256998, 1.4026390483361164, 1.4337280584048981, 1.4110731750954197, 1.3985774304727259, 1.3894218464237436, 1.412769113788168, 1.3808273509561864, 1.3810486926983938, 1.355240357377147, 1.357062186903626, 1.3668179344584923, 1.3596797409251749, 1.3552194687549697, 1.3471055358420803, 1.3832676390048506, 1.3450096538048664, 1.368264824864822, 1.3864964453621977, 1.3559264670801527, 1.3417700847596612, 1.3910801855965729, 1.307325492257077, 1.3638618760436545, 1.3595973978212468, 1.3471001933245865, 1.3738449601423346, 1.365996460271549, 1.3798896459526082, 1.3837375320551049, 1.3773122850568544, 1.3778742744115775, 1.3931292429528468, 1.41069475712667, 1.4147704456902035, 1.3888493273397742, 1.4136236991591127, 1.4119333204118956, 1.424611953075302, 1.4584277281627704, 1.4480480863847804, 1.397067765485846, 1.4650083430244116, 1.457605974425493, 1.4690097954437022, 1.462598091106075, 1.4477309831226146, 1.4785765048505088, 1.4776224927441157, 1.455903078035544, 1.4916940004770993, 1.5174581357844306, 1.522715607854246, 1.4962638408476463, 1.540722935800334, 1.5436251963064567, 1.5373298780912055, 1.5139528852079358, 1.5185926752842716, 1.5407036778884382, 1.5448764325401558, 1.5620082709625478, 1.5900706516877385, 1.58180698850986, 1.5982376836335084, 1.6097339115676685, 1.5948224793256998, 1.5903811699864823, 1.6215250340430185, 1.57715523989146, 1.6145288520793575, 1.6215840812857825, 1.64134521484375, 1.6604596552958015, 1.6338713124204836, 1.6587175907979486, 1.6588344428375477, 1.6508163490974872, 1.6453809277095262, 1.7239468717696407, 1.7033314013299141, 1.6859350461692908, 1.6927075257434796]"
6,transE_with_weights,50,5,50,0.1,0.01,4.391956778,1.356257082,0.16159695,49.94607549,0.347213901,0.22977831,0.164769323,0.073397244,"[4.39195677779103, 2.8783172685074745, 2.0943027641937024, 1.756358714018766, 1.6009797617982666, 1.5312852544032283, 1.4939821199606393, 1.4595460537432412, 1.4377725615756203, 1.4562014203641858, 1.4285679630347488, 1.4101734889372615, 1.411668648367923, 1.3614597000238549, 1.3787714756778784, 1.4056721694596852, 1.3911897537969147, 1.3347164552023696, 1.3516556834446565, 1.387206751699666, 1.358124757723044, 1.3517518176983938, 1.3332955785076734, 1.3723730965728371, 1.3376451798067748, 1.3309488932291667, 1.3122647428633907, 1.3140538184090729, 1.3249135878856553, 1.3200581868489583, 1.311519026816953, 1.2992466118499524, 1.3423898012583493, 1.3017343458025206, 1.3268226371163327, 1.3457961842000636, 1.3153010166935035, 1.2983237696057968, 1.3547895358718989, 1.2638854825163008, 1.3246395043137722, 1.3264926124165077, 1.310769723207896, 1.3301776449188931, 1.3265824101960082, 1.3378428995457619, 1.3450380126331902, 1.3349885197996183, 1.3390151006878181, 1.3562570819417938]"
7,transE_with_weights,100,5,50,0.1,0.01,4.391956778,1.69508476,0.141768166,51.41791492,0.324745357,0.207309766,0.140503295,0.054523667,"[4.39195677779103, 2.8783172685074745, 2.0943027641937024, 1.756358714018766, 1.6009797617982666, 1.5312852544032283, 1.4939821199606393, 1.4595460537432412, 1.4377725615756203, 1.4562014203641858, 1.4285679630347488, 1.4101734889372615, 1.411668648367923, 1.3614597000238549, 1.3787714756778784, 1.4056721694596852, 1.3911897537969147, 1.3347164552023696, 1.3516556834446565, 1.387206751699666, 1.358124757723044, 1.3517518176983938, 1.3332955785076734, 1.3723730965728371, 1.3376451798067748, 1.3309488932291667, 1.3122647428633907, 1.3140538184090729, 1.3249135878856553, 1.3200581868489583, 1.311519026816953, 1.2992466118499524, 1.3423898012583493, 1.3017343458025206, 1.3268226371163327, 1.3457961842000636, 1.3153010166935035, 1.2983237696057968, 1.3547895358718989, 1.2638854825163008, 1.3246395043137722, 1.3264926124165077, 1.310769723207896, 1.3301776449188931, 1.3265824101960082, 1.3378428995457619, 1.3450380126331902, 1.3349885197996183, 1.3390151006878181, 1.3562570819417938, 1.3746058650902513, 1.3691647905733142, 1.3504710423127386, 1.3710844627166825, 1.3832906863768288, 1.389114869095897, 1.4183407383110687, 1.4204376453661736, 1.3738919245984416, 1.4339820454138836, 1.425423829367446, 1.4393278243280851, 1.4331433944119751, 1.4120166264114187, 1.4600763607267813, 1.4499076862674936, 1.4310370137066635, 1.47510672610528, 1.496578210728769, 1.5044527709029103, 1.4868001612694814, 1.524319822976304, 1.5242596575322043, 1.5220831407542144, 1.5046064304031488, 1.503861242396231, 1.5293264452131043, 1.5250154063295165, 1.5442619498449428, 1.5726044710659193, 1.5716464210102576, 1.5899822516599078, 1.6046452878995705, 1.5882668686883747, 1.5887199265962946, 1.6120184900803116, 1.5682748576156966, 1.6084971808901876, 1.6199847738251432, 1.643330985110528, 1.664265205053276, 1.6305628963402512, 1.6573387553673664, 1.6535712244553118, 1.652686975687818, 1.6442069716125953, 1.7276419991451972, 1.705690309170245, 1.6923171802938135, 1.6950847596612595]"
8,holE_with_weights,50,5,40,0.1,0.1,1.002459993,0.179560469,0.160639126,50.91521869,0.32144997,0.219892151,0.162073098,0.077890953,"[1.0024599932410942, 0.9870360334168257, 0.7583634129492685, 0.46731413630128815, 0.458710117485687, 0.4320480665056457, 0.3781999878240299, 0.3530726806019402, 0.3296361559219943, 0.30971339878538484, 0.29797173808245864, 0.2837651454158715, 0.27297083109693066, 0.26324154142811707, 0.2575685985458413, 0.25073176337865777, 0.24422585679071246, 0.24086215497276559, 0.23507289740875478, 0.2313803046228928, 0.23006896506739027, 0.2239848999334049, 0.22313775681357348, 0.22447342656647581, 0.21885202344743956, 0.21993201957100827, 0.21457745967020514, 0.21305041907701178, 0.2095234132723044, 0.20876468571087786, 0.2094065798693941, 0.2038555768427958, 0.20351446641917142, 0.2017438722566794, 0.1998159285295404, 0.19616752643924937, 0.1940741106572042, 0.19624370701137087, 0.19326612011470262, 0.1891730031409033, 0.18915415523616413, 0.1896361900892573, 0.18547324454814726, 0.18573590072360052, 0.18524433631023376, 0.18456416239265266, 0.18401408809438613, 0.1792873516519561, 0.18088089726960083, 0.17956046922212945]"
9,holE_with_weights,100,5,40,0.1,0.1,1.002459993,0.131738173,0.146424712,50.18184542,0.320251648,0.208807669,0.146195327,0.063211504,"[1.0024599932410942, 0.9870360334168257, 0.7583634129492685, 0.46731413630128815, 0.458710117485687, 0.4320480665056457, 0.3781999878240299, 0.3530726806019402, 0.3296361559219943, 0.30971339878538484, 0.29797173808245864, 0.2837651454158715, 0.27297083109693066, 0.26324154142811707, 0.2575685985458413, 0.25073176337865777, 0.24422585679071246, 0.24086215497276559, 0.23507289740875478, 0.2313803046228928, 0.23006896506739027, 0.2239848999334049, 0.22313775681357348, 0.22447342656647581, 0.21885202344743956, 0.21993201957100827, 0.21457745967020514, 0.21305041907701178, 0.2095234132723044, 0.20876468571087786, 0.2094065798693941, 0.2038555768427958, 0.20351446641917142, 0.2017438722566794, 0.1998159285295404, 0.19616752643924937, 0.1940741106572042, 0.19624370701137087, 0.19326612011470262, 0.1891730031409033, 0.18915415523616413, 0.1896361900892573, 0.18547324454814726, 0.18573590072360052, 0.18524433631023376, 0.18456416239265266, 0.18401408809438613, 0.1792873516519561, 0.18088089726960083, 0.17956046922212945, 0.17836400932331425, 0.17466949074626273, 0.17370649886191952, 0.17127313123707857, 0.16825316140366572, 0.16938840909768607, 0.1659623396002306, 0.16464910842080152, 0.16295489983400924, 0.1625999547749682, 0.1596204172381918, 0.1588566422401797, 0.15970607456663485, 0.1574074688394561, 0.15253624525385656, 0.15212874162591444, 0.1511078610796358, 0.1495072055651638, 0.14778314410881838, 0.14740230958273695, 0.14706576204178595, 0.14624196448095578, 0.14429958042600985, 0.1424101618410067, 0.14132211156170482, 0.1411232332418893, 0.14051118263458173, 0.13863863646529104, 0.1371535781200302, 0.13709066376431298, 0.137683698736681, 0.13878937621759702, 0.13567158240398378, 0.13458260029023536, 0.1371577651628101, 0.13456908869076017, 0.13449202598202925, 0.13534749348958333, 0.13242637110120467, 0.1351330442161657, 0.13159604448701892, 0.1331127634606592, 0.13280752866322756, 0.13242137336245627, 0.13172429596801447, 0.13016762459247774, 0.1288298582120706, 0.12946257690740298, 0.12929726481741013, 0.13173817253598125]"
10,holE_with_weights,50,5,50,0.1,0.1,1.002617101,0.19180642,0.161673225,50.64859197,0.326243259,0.217495506,0.162672259,0.081186339,"[1.002617100528785, 0.9961311103490776, 0.8900349251550572, 0.5346697640843671, 0.4705959950997933, 0.46014271355160624, 0.4139471016221374, 0.38722853177679706, 0.36190174986084606, 0.3392710010635337, 0.3255641449984097, 0.30875613768288807, 0.2972658362158079, 0.285610805055264, 0.27635275649053753, 0.26972760615458014, 0.2593560806546199, 0.25444722648795326, 0.24878632911895673, 0.2445110788903467, 0.24081712252007792, 0.23550148845022265, 0.23396897798882793, 0.23414717890227418, 0.22721405417561227, 0.22669143793237118, 0.22401764770197202, 0.2229941735498171, 0.219002912293257, 0.21683667054309796, 0.2195129114980916, 0.2117553990487834, 0.2136449046050016, 0.21084468928912214, 0.21049687276359733, 0.20772229221334287, 0.20400952831782762, 0.2063443327071406, 0.2032051563990935, 0.20099309634919688, 0.19952547573254611, 0.20051480125834922, 0.19484266285981233, 0.19655505153665712, 0.19515019618221216, 0.19427664176805026, 0.1963232546119593, 0.1897289604206425, 0.19270343499025921, 0.19180642009084764]"
